id_documento;tipo_pessoa;nome_razao;nome_fantasia;rg_ie;email;telefone;cep;endereco;numero;complemento;bairro;cidade;uf;categoria;limite_credito;status;data_cadastro
46.525.285/0001-65; JURIDICA; UASG 989271 - MUNICIPIO DE BOITUVA; PREFEITURA BOITUVA; ISENTO; licitacoes@boituva.sp.gov.br; (15) 3363-8800; 18550-000; Avenida Tancredo Neves;1; s/n; Centro; Boituva; SP; CLIENTE; NADA; ATIVO; 13/02/2026
18.811.000/0001-90; JURIDICA; UASG 984215 - MUNICIPIO DE BOM DESPACHO; PREFEITURA B DESPACHO; ISENTO; licitacoes@bomdespacho.mg.gov.br; (37) 3521-4200; 35600-000; Praca Olegario Maciel; s/n; s/n; Centro; Bom Despacho; MG; CLIENTE; NADA; ATIVO; 13/02/2026
29.115.466/0001-01; JURIDICA; UASG 985735 - MUNICIPIO DE BOM JESUS DO ITABAPOANA; PREFEITURA BOM JESUS; ISENTO; licitacao@bomjesus.rj.gov.br; (22) 3831-1002; 28360-000;Praca Governador Portela;88; s/n; Centro; Bom Jesus do Itabapoana; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
28.532.705/0001-40; JURIDICA; UASG 985807 - MUNICIPIO DE BOM JESUS DO ITABAPOANA; PREFEITURA BOM JESUS; ISENTO; licitacoes@bomjesus.rj.gov.br; (22) 3831-1322; 28360-000; Praca Governador Portela; s/n; s/n; Centro; Bom Jesus do Itabapoana; RJ; CLIENTE; NADA; ATIVO; 13/02/2026
31.428.110/0001-25; JURIDICA; UASG 982603 - MUNICIPIO DE BOM JESUS DO NORTE; PREFEITURA B JESUS; ISENTO; licitacoes@bomjesus.es.gov.br; (22) 3831-1100; 29460-000; Avenida Pinheiro Junior; s/n; s/n; Centro; Bom Jesus do Norte; ES; CLIENTE; NADA; ATIVO; 13/02/2026
96.319.666/0001-90; JURIDICA; UASG 984865 - MUNICIPIO DE BOM RETIRO DO SUL; PREFEITURA BOM RETIRO; ISENTO; licitacoes@bomretirodosul.rs.gov.br; (51) 3766-1255; 95870-000; Rua Senador Pinheiro Machado; s/n; s/n; Centro; Bom Retiro do Sul; RS; CLIENTE; NADA; ATIVO; 13/02/2026
46.524.145/0001-05; JURIDICA; UASG 989199 - MUNICIPIO DE BOTUCATU; PREFEITURA BOTUCATU; ISENTO; licitacoes@botucatu.sp.gov.br; (14) 3811-1400; 18600-000; Praca Professor Pedro Torres;100; s/n; Centro; Botucatu; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.524.382/0001-02; JURIDICA; UASG 153039 - UNESP CAMPUS BOTUCATU; UNIVERSIDADE ESTADUAL; ISENTO; compras.btu@unesp.br; (14) 3880-2000; 18618-681; Rua Prof. Dr. Antonio Celso Wagner Zanin; s/n; s/n; Rubiao Junior; Botucatu; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.524.005/0001-90; JURIDICA; UASG 989185 - MUNICIPIO DE BRAGANCA PAULISTA; PREFEITURA BRAGANCA; ISENTO; licitacoes@braganca.sp.gov.br; (11) 4034-7000; 12903-900; Avenida Antonio Pires Pimentel;2015; s/n; Centro; Braganca Paulista; SP; CLIENTE; NADA; ATIVO; 13/02/2026
46.524.285/0001-01; JURIDICA; UASG 158127 - IFSP CAMPUS BRAGANCA; INSTITUTO FEDERAL; ISENTO; compras.bra@ifsp.edu.br; (11) 4034-7800; 12929-460; Avenida Francisco Samuel Lucchesi Filho;770; s/n; Penha; Braganca Paulista; SP; CLIENTE; NADA; ATIVO; 13/02/2026
00.035.718/0001-53; JURIDICA; UASG 040001 - SUPERIOR TRIBUNAL DE JUSTICA; STJ; ISENTO; licitacao@stj.jus.br; (61) 3319-8000; 70095-900; Setor de Administracao Federal Sul; s/n; Lote 1; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.035.734/0001-46; JURIDICA; UASG 150001 - TRIBUNAL SUPERIOR ELEITORAL; TSE; ISENTO; compras@tse.jus.br; (61) 3030-7000; 70070-600; Setor de Administracao Federal Sul; s/n; Lotes 1/2; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.403/0001-62; JURIDICA; UASG 300001 - MINISTERIO DA JUSTICA; MIN JUSTICA; ISENTO; licitacao@mj.gov.br; (61) 2025-3000; 70064-900; Esplanada dos Ministerios; s/n; Bloco T; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.411/0001-09; JURIDICA; UASG 070001 - JUSTICA ELEITORAL; TRE DF; ISENTO; licitacao@tre-df.jus.br; (61) 3048-4000; 70070-934; Praca Municipal; s/n; s/n; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.411/0001-22; JURIDICA; UASG 260001 - MINISTERIO DOS TRANSPORTES; MIN TRANSPORTES; ISENTO; compras@transportes.gov.br; (61) 2029-7000; 70040-900; Esplanada dos Ministerios; s/n; Bloco R; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.421/0001-44; JURIDICA; UASG 190001 - MINISTERIO DA AGRICULTURA; MAPA; ISENTO; compras@agricultura.gov.br; (61) 3218-2100; 70043-900; Esplanada dos Ministerios; s/n; Bloco D; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.429/0001-00; JURIDICA; UASG 200001 - JUSTICA DO TRABALHO; TST; ISENTO; licitacao@tst.jus.br; (61) 3043-4321; 70070-901; Setor de Administracao Federal Sul; s/n; Lote 1; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.437/0001-57; JURIDICA; UASG 150002 - MINISTERIO DA EDUCACAO; MEC; ISENTO; licitacao@mec.gov.br; (61) 2022-7700; 70047-900; Esplanada dos Ministerios; s/n; Bloco L; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.445/0001-01; JURIDICA; UASG 140001 - JUSTICA MILITAR DA UNIAO; STM; ISENTO; compras@stm.jus.br; (61) 3313-9292; 70098-900; Setor de Autarquias Sul; s/n; Lote 2; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.452/0001-03; JURIDICA; UASG 130001 - TRIBUNAL DE CONTAS DA UNIAO; TCU; ISENTO; licitacao@tcu.gov.br; (61) 3316-7000; 70042-900; Setor de Clubes Esportivos Sul; s/n; Lote 3; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.460/0001-01; JURIDICA; UASG 220001 - MINISTERIO DO TRABALHO; MIN TRABALHO; ISENTO; compras@trabalho.gov.br; (61) 2031-6000; 70044-900; Esplanada dos Ministerios; s/n; Bloco F; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.460/0001-41; JURIDICA; UASG 110001 - CAMARA DOS DEPUTADOS; CAMARA DEPUTADOS; ISENTO; licitacoes@camara.leg.br; (61) 3216-0000; 70160-900; Palacio do Congresso Nacional; s/n; Praia dos Tres Poderes; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.478/0001-43; JURIDICA; UASG 120015 - PRESIDENCIA DA REPUBLICA; PRESIDENCIA; ISENTO; compras@presidencia.gov.br; (61) 3411-1212; 70150-900; Palacio do Planalto; s/n; Praca dos Tres Poderes; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.486/0001-90; JURIDICA; UASG 170001 - MINISTERIO DA FAZENDA; MIN FAZENDA; ISENTO; compras@fazenda.gov.br; (61) 3412-2000; 70048-900; Esplanada dos Ministerios; s/n; Bloco P; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.494/0001-11; JURIDICA; UASG 290001 - MINISTERIO DE MINAS E ENERGIA; MME; ISENTO; compras@mme.gov.br; (61) 2032-5555; 70048-900; Esplanada dos Ministerios; s/n; Bloco U; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.494/0001-31; JURIDICA; UASG 100001 - SUPREMO TRIBUNAL FEDERAL; STF; ISENTO; compras@stf.jus.br; (61) 3217-3000; 70175-900; Praca dos Tres Poderes; s/n; s/n; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.502/0001-44; JURIDICA; UASG 090001 - CONSELHO DA JUSTICA FEDERAL; CJF; ISENTO; compras@cjf.jus.br; (61) 3025-4000; 70070-600; Setor de Administracao Federal Sul; s/n; Lote 2; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.510/0001-11; JURIDICA; UASG 270001 - MINISTERIO DAS COMUNICACOES; MINCOM; ISENTO; compras@comunicacoes.gov.br; (61) 2027-6000; 70044-900; Esplanada dos Ministerios; s/n; Bloco R; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.528/0001-92; JURIDICA; UASG 200002 - MINISTERIO DO PLANEJAMENTO; MPO; ISENTO; licitacao@planejamento.gov.br; (61) 2020-4000; 70048-900; Esplanada dos Ministerios; s/n; Bloco K; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.536/0001-39; JURIDICA; UASG 240001 - MINISTERIO DAS RELACOES EXTERIORES; ITAMARATY; ISENTO; compras@itamaraty.gov.br; (61) 2030-6161; 70170-900; Esplanada dos Ministerios; s/n; Palacio Itamaraty; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.544/0001-85; JURIDICA; UASG 250001 - MINISTERIO DA SAUDE; MIN SAUDE; ISENTO; compras@saude.gov.br; (61) 3315-2424; 70058-900; Esplanada dos Ministerios; s/n; Bloco G; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.552/0001-21; JURIDICA; UASG 280001 - MINISTERIO DA CIENCIA E TECNOLOGIA; MCTI; ISENTO; compras@mcti.gov.br; (61) 2033-7500; 70067-900; Esplanada dos Ministerios; s/n; Bloco E; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.560/0001-78; JURIDICA; UASG 440001 - MINISTERIO DO MEIO AMBIENTE; MMA; ISENTO; compras@mma.gov.br; (61) 2028-1000; 70068-900; Esplanada dos Ministerios; s/n; Bloco B; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.578/0001-70; JURIDICA; UASG 510001 - MINISTERIO DO ESPORTE; ME; ISENTO; compras@esporte.gov.br; (61) 3217-1800; 70042-900; Setor de Industrias Graficas; s/n; Quadra 4 Lote 83; SIG; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.586/0001-16; JURIDICA; UASG 540001 - MINISTERIO DO TURISMO; MTUR; ISENTO; compras@turismo.gov.br; (61) 2023-7500; 70058-900; Esplanada dos Ministerios; s/n; Bloco U; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.594/0001-62; JURIDICA; UASG 550001 - MINISTERIO DO DESENVOLVIMENTO SOCIAL; MDS; ISENTO; compras@mds.gov.br; (61) 2030-1000; 70047-900; Esplanada dos Ministerios; s/n; Bloco A; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.608/0001-48; JURIDICA; UASG 560001 - MINISTERIO DAS CIDADES; MCIDADES; ISENTO; compras@cidades.gov.br; (61) 2108-1000; 70040-908; Setor de Autarquias Sul; s/n; Quadra 1 Bloco H; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.616/0001-94; JURIDICA; UASG 301010 - POLICIA FEDERAL; PF BRASILIA; ISENTO; licitacao.df@dpf.gov.br; (61) 2024-8000; 70070-600; Setor de Administracao Federal Sul; s/n; Quadra 7 Lote 7; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.624/0001-30; JURIDICA; UASG 301011 - POLICIA RODOVIARIA FEDERAL; PRF BRASILIA; ISENTO; licitacao@prf.gov.br; (61) 2025-6600; 70610-460; Setor Policial Sul; s/n; Lote 5; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.632/0001-87; JURIDICA; UASG 200010 - UNIVERSIDADE DE BRASILIA; UNB; ISENTO; licitacoes@unb.br; (61) 3107-3300; 70910-900; Campus Universitario Darcy Ribeiro; s/n; s/n; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.640/0001-23; JURIDICA; UASG 158146 - IFB CAMPUS BRASILIA; INSTITUTO FEDERAL; ISENTO; compras.brasilia@ifb.edu.br; (61) 2103-2150; 70830-450; SGAN Quadra 610; s/n; Lotes D, E, F e G; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.658/0001-25; JURIDICA; UASG 925001 - COMPANHIA IMOBILIARIA DE BRASILIA; TERRACAP; ISENTO; compras@terracap.df.gov.br; (61) 3342-1100; 70610-902; SAM Bloco F; s/n; s/n; Edificio Sede; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.666/0001-71; JURIDICA; UASG 925002 - COMPANHIA DE SANEAMENTO; CAESB; ISENTO; compras@caesb.df.gov.br; (61) 3213-7100; 71928-720; Avenida Sibipiruna; s/n; Lotes 1 a 21; Aguas Claras; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.674/0001-18; JURIDICA; UASG 925003 - COMPANHIA ENERGETICA; CEB; ISENTO; compras@ceb.com.br; (61) 3465-9000; 70610-440; SIA Setor de Areas Publicas; s/n; Lote C; Guara; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.682/0001-64; JURIDICA; UASG 974001 - CAMARA LEGISLATIVA DO DF; CLDF; ISENTO; compras@cldf.gov.br; (61) 3348-8000; 70094-902; Praca Municipal Quadra 2; s/n; Lote 5; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.690/0001-00; JURIDICA; UASG 974002 - TRIBUNAL DE CONTAS DO DF; TCDF; ISENTO; licitacoes@tc.df.gov.br; (61) 3314-2500; 70075-901; Praca do Buriti; s/n; s/n; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.704/0001-24; JURIDICA; UASG 926001 - SECRETARIA DE SAUDE DF; SES DF; ISENTO; compras.sesdf@gmail.com; (61) 3348-6161; 70086-900; Setor de Areas Isoladas Norte; s/n; Bloco B; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.712/0001-70; JURIDICA; UASG 926002 - SECRETARIA DE EDUCACAO DF; SEE DF; ISENTO; licitacoes@se.df.gov.br; (61) 3318-2600; 70070-905; Setor Bancario Norte; s/n; Quadra 2 Bloco C; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.720/0001-17; JURIDICA; UASG 926003 - SECRETARIA DE SEGURANCA DF; SSP DF; ISENTO; compras@ssp.df.gov.br; (61) 3441-8900; 70070-934; SAM Conjunto A Bloco A; s/n; s/n; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.738/0001-19; JURIDICA; UASG 926004 - POLICIA CIVIL DF; PCDF; ISENTO; licitacoes@pcdf.df.gov.br; (61) 3207-4000; 70610-200; SPO Conjunto A Lote 23; s/n; Edificio Sede; Complexo PCDF; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.746/0001-65; JURIDICA; UASG 926005 - POLICIA MILITAR DF; PMDF; ISENTO; licitacoes@pm.df.gov.br; (61) 3190-5000; 70070-700; Setor Policial Sul Quadra 4; s/n; Lote 1; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.754/0001-01; JURIDICA; UASG 926006 - CORPO DE BOMBEIROS DF; CBMDF; ISENTO; compras@cbm.df.gov.br; (61) 3901-8591; 70610-200; SAM Lote D Bloco B; s/n; s/n; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.762/0001-58; JURIDICA; UASG 926007 - DETRAN DF; DETRAN DF; ISENTO; compras@detran.df.gov.br; (61) 3343-5000; 70610-907; SAM Lote A Bloco B; s/n; s/n; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.770/0001-02; JURIDICA; UASG 926008 - DER DF; DER DF; ISENTO; licitacoes@der.df.gov.br; (61) 3111-8500; 70086-900; SAM Lote C Bloco B; s/n; s/n; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.788/0001-04; JURIDICA; UASG 926009 - NOVACAP; NOVACAP; ISENTO; licitacoes@novacap.df.gov.br; (61) 3403-2300; 71215-000; Setor de Areas Publicas; s/n; Lote B; Guara; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.796/0001-50; JURIDICA; UASG 926010 - BRB BANCO DE BRASILIA; BRB; ISENTO; compras@brb.com.br; (61) 3410-1000; 70070-600; Setor Bancario Sul Quadra 1; s/n; Bloco E; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.800/0001-80; JURIDICA; UASG 926011 - METRO DF; METRO DF; ISENTO; compras@metro.df.gov.br; (61) 3353-7373; 71928-540; Avenida Sibipiruna; s/n; Lote 1; Aguas Claras; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.818/0001-82; JURIDICA; UASG 150003 - CAPES; CAPES; ISENTO; licitacao@capes.gov.br; (61) 2022-6000; 70040-020; Setor Bancario Norte Quadra 2; s/n; Bloco L Lote 6; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.826/0001-29; JURIDICA; UASG 150004 - FNDE; FNDE; ISENTO; compras@fnde.gov.br; (61) 2022-4000; 70070-929; Setor Bancario Sul Quadra 2; s/n; Bloco F; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.834/0001-75; JURIDICA; UASG 150005 - INEP; INEP; ISENTO; compras@inep.gov.br; (61) 2022-3000; 70351-921; Setor de Industrias Graficas Quadra 4; s/n; Lote 327; SIG; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.842/0001-11; JURIDICA; UASG 150006 - CNPQ; CNPQ; ISENTO; compras@cnpq.br; (61) 3211-9000; 71605-001; SHIS Quadra 1 Conjunto B; s/n; Bloco B; Lago Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.850/0001-68; JURIDICA; UASG 170002 - RECEITA FEDERAL; RFB BRASILIA; ISENTO; compras@receita.fazenda.gov.br; (61) 3412-2000; 70040-912; Setor Bancario Norte Quadra 2; s/n; Bloco A; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.868/0001-60; JURIDICA; UASG 170003 - BANCO CENTRAL DO BRASIL; BCB; ISENTO; compras@bcb.gov.br; (61) 3414-1414; 70074-900; Setor Bancario Sul Quadra 3; s/n; Bloco B; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.876/0001-06; JURIDICA; UASG 170004 - COMISSAO DE VALORES MOBILIARIOS; CVM; ISENTO; licitacoes@cvm.gov.br; (61) 3327-2030; 70070-050; Setor Bancario Sul Quadra 2; s/n; Bloco H; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.884/0001-52; JURIDICA; UASG 200003 - IBGE; IBGE DF; ISENTO; licitacao.df@ibge.gov.br; (61) 3321-2000; 70040-904; Setor Bancario Norte Quadra 2; s/n; Bloco F; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.892/0001-07; JURIDICA; UASG 200004 - IPEA; IPEA; ISENTO; compras@ipea.gov.br; (61) 2026-5000; 70076-900; Setor de Bancario Sul Quadra 1; s/n; Bloco J; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.906/0001-12; JURIDICA; UASG 180001 - MINISTERIO DO DESENVOLVIMENTO; MDIC; ISENTO; compras@mdic.gov.br; (61) 2027-7000; 70053-900; Esplanada dos Ministerios; s/n; Bloco J; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.914/0001-69; JURIDICA; UASG 400001 - MINISTERIO DO TRABALHO; MTE; ISENTO; licitacao@mte.gov.br; (61) 2031-6000; 70044-900; Esplanada dos Ministerios; s/n; Bloco F; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.922/0001-05; JURIDICA; UASG 250002 - ANVISA; ANVISA; ISENTO; compras@anvisa.gov.br; (61) 3462-6000; 71205-050; SIA Trecho 5; s/n; Lote 200; Guara; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.930/0001-51; JURIDICA; UASG 250003 - FUNASA; FUNASA; ISENTO; compras@funasa.gov.br; (61) 3314-6600; 70070-905; Setor Bancario Norte Quadra 2; s/n; Bloco N; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.948/0001-53; JURIDICA; UASG 250004 - ANS; ANS BRASILIA; ISENTO; licitacao@ans.gov.br; (61) 2108-1000; 70040-020; Setor Bancario Norte Quadra 2; s/n; Bloco L Lote 19; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.956/0001-08; JURIDICA; UASG 320001 - MINISTERIO DE MINAS E ENERGIA; MME; ISENTO; compras@mme.gov.br; (61) 2032-5555; 70048-900; Esplanada dos Ministerios; s/n; Bloco U; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.964/0001-46; JURIDICA; UASG 320002 - ANEEL; ANEEL; ISENTO; compras@aneel.gov.br; (61) 2192-8600; 70830-030; SGAN Quadra 603; s/n; Modulo I; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.972/0001-92; JURIDICA; UASG 320003 - ANP; ANP BRASILIA; ISENTO; compras.df@anp.gov.br; (21) 2112-8100; 70040-909; Setor Bancario Norte Quadra 2; s/n; Bloco E; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.980/0001-39; JURIDICA; UASG 200005 - MINISTERIO DO PLANEJAMENTO; MGI; ISENTO; compras@mgi.gov.br; (61) 2020-4000; 70048-900; Esplanada dos Ministerios; s/n; Bloco K; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.394.998/0001-30; JURIDICA; UASG 440002 - IBAMA; IBAMA; ISENTO; compras@ibama.gov.br; (61) 3316-1212; 70818-900; L4 Norte; s/n; s/n; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.005/0001-01; JURIDICA; UASG 440003 - ICMBIO; ICMBIO; ISENTO; compras@icmbio.gov.br; (61) 2028-9000; 70670-350; EQSW 103/104; s/n; Bloco B; Sudoeste; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.013/0001-58; JURIDICA; UASG 390001 - MINISTERIO DOS TRANSPORTES; MT; ISENTO; compras@transportes.gov.br; (61) 2029-7000; 70040-900; Esplanada dos Ministerios; s/n; Bloco R; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.021/0001-02; JURIDICA; UASG 390002 - DNIT; DNIT; ISENTO; licitacoes@dnit.gov.br; (61) 3315-4000; 70040-902; Setor de Autarquias Norte Quadra 3; s/n; Bloco A; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.039/0001-04; JURIDICA; UASG 390003 - ANTT; ANTT; ISENTO; licitacao@antt.gov.br; (61) 3410-1100; 70610-410; SCEN Trecho 3; s/n; Lote 10; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.047/0001-50; JURIDICA; UASG 390004 - ANTAQ; ANTAQ; ISENTO; licitacao@antaq.gov.br; (61) 2029-6001; 70040-020; Setor Bancario Norte Quadra 2; s/n; Bloco L; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.055/0001-05; JURIDICA; UASG 410001 - MINISTERIO DAS COMUNICACOES; MINCOM; ISENTO; compras@comunicacoes.gov.br; (61) 2027-6000; 70044-900; Esplanada dos Ministerios; s/n; Bloco R; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.063/0001-43; JURIDICA; UASG 410002 - ANATEL; ANATEL; ISENTO; compras@anatel.gov.br; (61) 2312-2000; 70070-940; Setor de Autarquias Sul Quadra 6; s/n; Bloco H; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.071/0001-90; JURIDICA; UASG 520001 - MINISTERIO DA CULTURA; MINC; ISENTO; compras@cultura.gov.br; (61) 2024-2000; 70043-900; Esplanada dos Ministerios; s/n; Bloco B; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.089/0001-91; JURIDICA; UASG 520002 - IPHAN; IPHAN; ISENTO; compras@iphan.gov.br; (61) 2024-5500; 70070-020; Setor Bancario Sul Quadra 2; s/n; Bloco E; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.097/0001-38; JURIDICA; UASG 520003 - FUNDACAO PALMARES; PALMARES; ISENTO; compras@palmares.gov.br; (61) 3424-0100; 70070-150; Setor Bancario Sul Quadra 2; s/n; Bloco A; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.100/0001-13; JURIDICA; UASG 120002 - ADVOCACIA GERAL DA UNIAO; AGU; ISENTO; licitacoes@agu.gov.br; (61) 2026-7000; 70073-901; Setor de Industrias Graficas Quadra 6; s/n; Lote 800; SIG; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.118/0001-15; JURIDICA; UASG 300002 - FUNAI; FUNAI; ISENTO; compras@funai.gov.br; (61) 3247-6000; 70070-905; Setor Bancario Norte Quadra 2; s/n; Bloco A; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.126/0001-61; JURIDICA; UASG 300003 - DEFENSORIA PUBLICA DA UNIAO; DPU; ISENTO; compras@dpu.def.br; (61) 3318-4300; 70070-913; Setor Bancario Sul Quadra 1; s/n; Bloco H; Asa Sul; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.134/0001-08; JURIDICA; UASG 200006 - MINISTERIO DO DESENVOLVIMENTO AGRARIO; MDA; ISENTO; compras@mda.gov.br; (61) 2020-0000; 70043-900; Esplanada dos Ministerios; s/n; Bloco D; Zona Civico-Administrativa; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
00.395.142/0001-54; JURIDICA; UASG 200007 - INCRA; INCRA; ISENTO; compras@incra.gov.br; (61) 3411-7474; 70040-915; Setor Bancario Norte Quadra 1; s/n; Bloco D; Asa Norte; Brasilia; DF; CLIENTE; NADA; ATIVO; 13/02/2026
